"","sex","age","entity","year_month","head_count"
"12768","Male","Under25years","Waterford County","2012M01","1575"
"12769","Male","Under25years","Westmeath County","2012M01","1086"
"12770","Male","Under25years","Wexford County","2012M01","2207"
"12771","Male","Under25years","Wicklow County","2012M01","1321"
"12772","Male","25yearsandover","Carlow County","2012M01","3741"
"12773","Male","25yearsandover","Cavan County","2012M01","3918"
"12774","Male","25yearsandover","Clare County","2012M01","5375"
"12775","Male","25yearsandover","Cork County","2012M01","24562"
"12776","Male","25yearsandover","Donegal County","2012M01","10995"
"12777","Male","25yearsandover","Dublin County","2012M01","57115"
"12778","Male","25yearsandover","Galway County","2012M01","12040"
"12779","Male","25yearsandover","Kerry County","2012M01","9118"
"12780","Male","25yearsandover","Kildare County","2012M01","9650"
"12781","Male","25yearsandover","Kilkenny County","2012M01","4159"
"12782","Male","25yearsandover","Laoighis County","2012M01","4747"
"12783","Male","25yearsandover","Leitrim County","2012M01","1937"
"12784","Male","25yearsandover","Limerick County","2012M01","11259"
"12785","Male","25yearsandover","Longford County","2012M01","2876"
"12786","Male","25yearsandover","Louth County","2012M01","9480"
"12787","Male","25yearsandover","Mayo County","2012M01","6858"
"12788","Male","25yearsandover","Meath County","2012M01","6450"
"12789","Male","25yearsandover","Monaghan County","2012M01","3636"
"12790","Male","25yearsandover","North Tipperary","2012M01","3839"
"12791","Male","25yearsandover","Offaly County","2012M01","4970"
"12792","Male","25yearsandover","Roscommon County","2012M01","2163"
"12793","Male","25yearsandover","Sligo County","2012M01","2813"
"12794","Male","25yearsandover","South Tipperary","2012M01","5157"
"12795","Male","25yearsandover","Waterford County","2012M01","7774"
"12796","Male","25yearsandover","Westmeath County","2012M01","5435"
"12797","Male","25yearsandover","Wexford County","2012M01","10191"
"12798","Male","25yearsandover","Wicklow County","2012M01","6847"
"12799","Female","Under25years","Carlow County","2012M01","502"
"12800","Female","Under25years","Cavan County","2012M01","511"
"12801","Female","Under25years","Clare County","2012M01","661"
"12802","Female","Under25years","Cork County","2012M01","2563"
"12803","Female","Under25years","Donegal County","2012M01","1648"
"12804","Female","Under25years","Dublin County","2012M01","6549"
"12805","Female","Under25years","Galway County","2012M01","1463"
"12806","Female","Under25years","Kerry County","2012M01","1029"
"12807","Female","Under25years","Kildare County","2012M01","1137"
"12808","Female","Under25years","Kilkenny County","2012M01","483"
"12809","Female","Under25years","Laoighis County","2012M01","622"
"12810","Female","Under25years","Leitrim County","2012M01","184"
"12811","Female","Under25years","Limerick County","2012M01","1404"
"12812","Female","Under25years","Longford County","2012M01","368"
"12813","Female","Under25years","Louth County","2012M01","1168"
"12814","Female","Under25years","Mayo County","2012M01","918"
"12815","Female","Under25years","Meath County","2012M01","736"
"12816","Female","Under25years","Monaghan County","2012M01","406"
"12817","Female","Under25years","North Tipperary","2012M01","560"
"12818","Female","Under25years","Offaly County","2012M01","716"
"12819","Female","Under25years","Roscommon County","2012M01","277"
"12820","Female","Under25years","Sligo County","2012M01","376"
"12821","Female","Under25years","South Tipperary","2012M01","621"
"12822","Female","Under25years","Waterford County","2012M01","1004"
"12823","Female","Under25years","Westmeath County","2012M01","771"
"12824","Female","Under25years","Wexford County","2012M01","1390"
"12825","Female","Under25years","Wicklow County","2012M01","694"
"12826","Female","25yearsandover","Carlow County","2012M01","1808"
"12827","Female","25yearsandover","Cavan County","2012M01","2105"
"12828","Female","25yearsandover","Clare County","2012M01","3386"
"12829","Female","25yearsandover","Cork County","2012M01","12831"
"12830","Female","25yearsandover","Donegal County","2012M01","6222"
"12831","Female","25yearsandover","Dublin County","2012M01","28420"
"12832","Female","25yearsandover","Galway County","2012M01","7066"
"12833","Female","25yearsandover","Kerry County","2012M01","5554"
"12834","Female","25yearsandover","Kildare County","2012M01","5335"
"12835","Female","25yearsandover","Kilkenny County","2012M01","2160"
"12836","Female","25yearsandover","Laoighis County","2012M01","2300"
"12837","Female","25yearsandover","Leitrim County","2012M01","1031"
"12838","Female","25yearsandover","Limerick County","2012M01","5585"
"12839","Female","25yearsandover","Longford County","2012M01","1407"
"12840","Female","25yearsandover","Louth County","2012M01","5057"
"12841","Female","25yearsandover","Mayo County","2012M01","4001"
"12842","Female","25yearsandover","Meath County","2012M01","3624"
"12843","Female","25yearsandover","Monaghan County","2012M01","1969"
"12844","Female","25yearsandover","North Tipperary","2012M01","2425"
"12845","Female","25yearsandover","Offaly County","2012M01","2614"
"12846","Female","25yearsandover","Roscommon County","2012M01","1136"
"12847","Female","25yearsandover","Sligo County","2012M01","1554"
"12848","Female","25yearsandover","South Tipperary","2012M01","2423"
"12849","Female","25yearsandover","Waterford County","2012M01","4153"
"12850","Female","25yearsandover","Westmeath County","2012M01","3056"
"12851","Female","25yearsandover","Wexford County","2012M01","5683"
"12852","Female","25yearsandover","Wicklow County","2012M01","3671"
"12853","Male","Under25years","Carlow County","2012M02","782"
"12854","Male","Under25years","Cavan County","2012M02","735"
"12855","Male","Under25years","Clare County","2012M02","999"
"12856","Male","Under25years","Cork County","2012M02","4148"
"12857","Male","Under25years","Donegal County","2012M02","2603"
"12858","Male","Under25years","Dublin County","2012M02","11482"
"12859","Male","Under25years","Galway County","2012M02","2249"
"12860","Male","Under25years","Kerry County","2012M02","1513"
"12861","Male","Under25years","Kildare County","2012M02","1795"
"12862","Male","Under25years","Kilkenny County","2012M02","726"
"12863","Male","Under25years","Laoighis County","2012M02","967"
"12864","Male","Under25years","Leitrim County","2012M02","358"
"12865","Male","Under25years","Limerick County","2012M02","2098"
"12866","Male","Under25years","Longford County","2012M02","545"
"12867","Male","Under25years","Louth County","2012M02","2039"
"12868","Male","Under25years","Mayo County","2012M02","1358"
"12869","Male","Under25years","Meath County","2012M02","1114"
"12870","Male","Under25years","Monaghan County","2012M02","612"
"12871","Male","Under25years","North Tipperary","2012M02","800"
"12872","Male","Under25years","Offaly County","2012M02","1036"
"12873","Male","Under25years","Roscommon County","2012M02","416"
"12874","Male","Under25years","Sligo County","2012M02","533"
"12875","Male","Under25years","South Tipperary","2012M02","1128"
"12876","Male","Under25years","Waterford County","2012M02","1554"
"12877","Male","Under25years","Westmeath County","2012M02","1029"
"12878","Male","Under25years","Wexford County","2012M02","2179"
"12879","Male","Under25years","Wicklow County","2012M02","1335"
"12880","Male","25yearsandover","Carlow County","2012M02","3770"
"12881","Male","25yearsandover","Cavan County","2012M02","3957"
"12882","Male","25yearsandover","Clare County","2012M02","5404"
"12883","Male","25yearsandover","Cork County","2012M02","24359"
"12884","Male","25yearsandover","Donegal County","2012M02","10814"
"12885","Male","25yearsandover","Dublin County","2012M02","57508"
"12886","Male","25yearsandover","Galway County","2012M02","12018"
"12887","Male","25yearsandover","Kerry County","2012M02","9090"
"12888","Male","25yearsandover","Kildare County","2012M02","9684"
"12889","Male","25yearsandover","Kilkenny County","2012M02","4111"
"12890","Male","25yearsandover","Laoighis County","2012M02","4786"
"12891","Male","25yearsandover","Leitrim County","2012M02","1928"
"12892","Male","25yearsandover","Limerick County","2012M02","11246"
"12893","Male","25yearsandover","Longford County","2012M02","2861"
"12894","Male","25yearsandover","Louth County","2012M02","9505"
"12895","Male","25yearsandover","Mayo County","2012M02","6817"
"12896","Male","25yearsandover","Meath County","2012M02","6405"
"12897","Male","25yearsandover","Monaghan County","2012M02","3661"
"12898","Male","25yearsandover","North Tipperary","2012M02","3776"
"12899","Male","25yearsandover","Offaly County","2012M02","4960"
"12900","Male","25yearsandover","Roscommon County","2012M02","2178"
"12901","Male","25yearsandover","Sligo County","2012M02","2803"
"12902","Male","25yearsandover","South Tipperary","2012M02","5137"
"12903","Male","25yearsandover","Waterford County","2012M02","7756"
"12904","Male","25yearsandover","Westmeath County","2012M02","5374"
"12905","Male","25yearsandover","Wexford County","2012M02","10228"
"12906","Male","25yearsandover","Wicklow County","2012M02","6855"
"12907","Female","Under25years","Carlow County","2012M02","495"
"12908","Female","Under25years","Cavan County","2012M02","519"
"12909","Female","Under25years","Clare County","2012M02","653"
"12910","Female","Under25years","Cork County","2012M02","2572"
"12911","Female","Under25years","Donegal County","2012M02","1606"
"12912","Female","Under25years","Dublin County","2012M02","6638"
"12913","Female","Under25years","Galway County","2012M02","1411"
"12914","Female","Under25years","Kerry County","2012M02","1020"
"12915","Female","Under25years","Kildare County","2012M02","1133"
"12916","Female","Under25years","Kilkenny County","2012M02","474"
"12917","Female","Under25years","Laoighis County","2012M02","632"
"12918","Female","Under25years","Leitrim County","2012M02","174"
"12919","Female","Under25years","Limerick County","2012M02","1406"
"12920","Female","Under25years","Longford County","2012M02","358"
"12921","Female","Under25years","Louth County","2012M02","1160"
"12922","Female","Under25years","Mayo County","2012M02","915"
"12923","Female","Under25years","Meath County","2012M02","734"
"12924","Female","Under25years","Monaghan County","2012M02","405"
"12925","Female","Under25years","North Tipperary","2012M02","566"
"12926","Female","Under25years","Offaly County","2012M02","718"
"12927","Female","Under25years","Roscommon County","2012M02","260"
"12928","Female","Under25years","Sligo County","2012M02","365"
"12929","Female","Under25years","South Tipperary","2012M02","629"
"12930","Female","Under25years","Waterford County","2012M02","977"
"12931","Female","Under25years","Westmeath County","2012M02","756"
"12932","Female","Under25years","Wexford County","2012M02","1381"
"12933","Female","Under25years","Wicklow County","2012M02","685"
"12934","Female","25yearsandover","Carlow County","2012M02","1805"
"12935","Female","25yearsandover","Cavan County","2012M02","2120"
"12936","Female","25yearsandover","Clare County","2012M02","3437"
"12937","Female","25yearsandover","Cork County","2012M02","12770"
"12938","Female","25yearsandover","Donegal County","2012M02","6228"
"12939","Female","25yearsandover","Dublin County","2012M02","28704"
"12940","Female","25yearsandover","Galway County","2012M02","7096"
"12941","Female","25yearsandover","Kerry County","2012M02","5581"
"12942","Female","25yearsandover","Kildare County","2012M02","5379"
"12943","Female","25yearsandover","Kilkenny County","2012M02","2145"
"12944","Female","25yearsandover","Laoighis County","2012M02","2334"
"12945","Female","25yearsandover","Leitrim County","2012M02","1033"
"12946","Female","25yearsandover","Limerick County","2012M02","5577"
"12947","Female","25yearsandover","Longford County","2012M02","1411"
"12948","Female","25yearsandover","Louth County","2012M02","5072"
"12949","Female","25yearsandover","Mayo County","2012M02","4009"
"12950","Female","25yearsandover","Meath County","2012M02","3575"
"12951","Female","25yearsandover","Monaghan County","2012M02","1967"
"12952","Female","25yearsandover","North Tipperary","2012M02","2407"
"12953","Female","25yearsandover","Offaly County","2012M02","2590"
"12954","Female","25yearsandover","Roscommon County","2012M02","1185"
"12955","Female","25yearsandover","Sligo County","2012M02","1568"
"12956","Female","25yearsandover","South Tipperary","2012M02","2423"
"12957","Female","25yearsandover","Waterford County","2012M02","4158"
"12958","Female","25yearsandover","Westmeath County","2012M02","3079"
"12959","Female","25yearsandover","Wexford County","2012M02","5676"
"12960","Female","25yearsandover","Wicklow County","2012M02","3670"
"12961","Male","Under25years","Carlow County","2012M03","785"
"12962","Male","Under25years","Cavan County","2012M03","717"
"12963","Male","Under25years","Clare County","2012M03","971"
"12964","Male","Under25years","Cork County","2012M03","4105"
"12965","Male","Under25years","Donegal County","2012M03","2530"
"12966","Male","Under25years","Dublin County","2012M03","11349"
"12967","Male","Under25years","Galway County","2012M03","2175"
"12968","Male","Under25years","Kerry County","2012M03","1453"
"12969","Male","Under25years","Kildare County","2012M03","1782"
"12970","Male","Under25years","Kilkenny County","2012M03","698"
"12971","Male","Under25years","Laoighis County","2012M03","953"
"12972","Male","Under25years","Leitrim County","2012M03","346"
"12973","Male","Under25years","Limerick County","2012M03","2042"
"12974","Male","Under25years","Longford County","2012M03","529"
"12975","Male","Under25years","Louth County","2012M03","1963"
"12976","Male","Under25years","Mayo County","2012M03","1305"
"12977","Male","Under25years","Meath County","2012M03","1096"
"12978","Male","Under25years","Monaghan County","2012M03","591"
"12979","Male","Under25years","North Tipperary","2012M03","788"
"12980","Male","Under25years","Offaly County","2012M03","999"
"12981","Male","Under25years","Roscommon County","2012M03","415"
"12982","Male","Under25years","Sligo County","2012M03","515"
"12983","Male","Under25years","South Tipperary","2012M03","1116"
"12984","Male","Under25years","Waterford County","2012M03","1513"
"12985","Male","Under25years","Westmeath County","2012M03","988"
"12986","Male","Under25years","Wexford County","2012M03","2129"
"12987","Male","Under25years","Wicklow County","2012M03","1298"
"12988","Male","25yearsandover","Carlow County","2012M03","3706"
"12989","Male","25yearsandover","Cavan County","2012M03","3908"
"12990","Male","25yearsandover","Clare County","2012M03","5293"
"12991","Male","25yearsandover","Cork County","2012M03","24221"
"12992","Male","25yearsandover","Donegal County","2012M03","10792"
"12993","Male","25yearsandover","Dublin County","2012M03","57374"
"12994","Male","25yearsandover","Galway County","2012M03","11792"
"12995","Male","25yearsandover","Kerry County","2012M03","8820"
"12996","Male","25yearsandover","Kildare County","2012M03","9694"
"12997","Male","25yearsandover","Kilkenny County","2012M03","4050"
"12998","Male","25yearsandover","Laoighis County","2012M03","4735"
"12999","Male","25yearsandover","Leitrim County","2012M03","1884"
"13000","Male","25yearsandover","Limerick County","2012M03","11130"
"13001","Male","25yearsandover","Longford County","2012M03","2840"
"13002","Male","25yearsandover","Louth County","2012M03","9360"
"13003","Male","25yearsandover","Mayo County","2012M03","6721"
"13004","Male","25yearsandover","Meath County","2012M03","6360"
"13005","Male","25yearsandover","Monaghan County","2012M03","3650"
"13006","Male","25yearsandover","North Tipperary","2012M03","3673"
"13007","Male","25yearsandover","Offaly County","2012M03","4891"
"13008","Male","25yearsandover","Roscommon County","2012M03","2155"
"13009","Male","25yearsandover","Sligo County","2012M03","2779"
"13010","Male","25yearsandover","South Tipperary","2012M03","5125"
"13011","Male","25yearsandover","Waterford County","2012M03","7708"
"13012","Male","25yearsandover","Westmeath County","2012M03","5266"
"13013","Male","25yearsandover","Wexford County","2012M03","10109"
"13014","Male","25yearsandover","Wicklow County","2012M03","6761"
"13015","Female","Under25years","Carlow County","2012M03","480"
"13016","Female","Under25years","Cavan County","2012M03","499"
"13017","Female","Under25years","Clare County","2012M03","610"
"13018","Female","Under25years","Cork County","2012M03","2497"
"13019","Female","Under25years","Donegal County","2012M03","1538"
"13020","Female","Under25years","Dublin County","2012M03","6427"
"13021","Female","Under25years","Galway County","2012M03","1350"
"13022","Female","Under25years","Kerry County","2012M03","966"
"13023","Female","Under25years","Kildare County","2012M03","1121"
"13024","Female","Under25years","Kilkenny County","2012M03","464"
"13025","Female","Under25years","Laoighis County","2012M03","638"
"13026","Female","Under25years","Leitrim County","2012M03","169"
"13027","Female","Under25years","Limerick County","2012M03","1342"
"13028","Female","Under25years","Longford County","2012M03","373"
"13029","Female","Under25years","Louth County","2012M03","1123"
"13030","Female","Under25years","Mayo County","2012M03","876"
"13031","Female","Under25years","Meath County","2012M03","719"
"13032","Female","Under25years","Monaghan County","2012M03","399"
"13033","Female","Under25years","North Tipperary","2012M03","519"
"13034","Female","Under25years","Offaly County","2012M03","706"
"13035","Female","Under25years","Roscommon County","2012M03","251"
"13036","Female","Under25years","Sligo County","2012M03","344"
"13037","Female","Under25years","South Tipperary","2012M03","606"
"13038","Female","Under25years","Waterford County","2012M03","956"
"13039","Female","Under25years","Westmeath County","2012M03","726"
"13040","Female","Under25years","Wexford County","2012M03","1357"
"13041","Female","Under25years","Wicklow County","2012M03","664"
"13042","Female","25yearsandover","Carlow County","2012M03","1813"
"13043","Female","25yearsandover","Cavan County","2012M03","2070"
"13044","Female","25yearsandover","Clare County","2012M03","3276"
"13045","Female","25yearsandover","Cork County","2012M03","12636"
"13046","Female","25yearsandover","Donegal County","2012M03","6178"
"13047","Female","25yearsandover","Dublin County","2012M03","28517"
"13048","Female","25yearsandover","Galway County","2012M03","6979"
"13049","Female","25yearsandover","Kerry County","2012M03","5380"
"13050","Female","25yearsandover","Kildare County","2012M03","5434"
"13051","Female","25yearsandover","Kilkenny County","2012M03","2147"
"13052","Female","25yearsandover","Laoighis County","2012M03","2368"
"13053","Female","25yearsandover","Leitrim County","2012M03","1024"
"13054","Female","25yearsandover","Limerick County","2012M03","5515"
"13055","Female","25yearsandover","Longford County","2012M03","1434"
"13056","Female","25yearsandover","Louth County","2012M03","5008"
"13057","Female","25yearsandover","Mayo County","2012M03","3938"
"13058","Female","25yearsandover","Meath County","2012M03","3534"
"13059","Female","25yearsandover","Monaghan County","2012M03","2010"
"13060","Female","25yearsandover","North Tipperary","2012M03","2387"
"13061","Female","25yearsandover","Offaly County","2012M03","2564"
"13062","Female","25yearsandover","Roscommon County","2012M03","1174"
"13063","Female","25yearsandover","Sligo County","2012M03","1551"
"13064","Female","25yearsandover","South Tipperary","2012M03","2460"
"13065","Female","25yearsandover","Waterford County","2012M03","4104"
"13066","Female","25yearsandover","Westmeath County","2012M03","3032"
"13067","Female","25yearsandover","Wexford County","2012M03","5666"
"13068","Female","25yearsandover","Wicklow County","2012M03","3592"
"13069","Male","Under25years","Carlow County","2012M04","754"
"13070","Male","Under25years","Cavan County","2012M04","692"
"13071","Male","Under25years","Clare County","2012M04","939"
"13072","Male","Under25years","Cork County","2012M04","3980"
"13073","Male","Under25years","Donegal County","2012M04","2468"
"13074","Male","Under25years","Dublin County","2012M04","11068"
"13075","Male","Under25years","Galway County","2012M04","2080"
"13076","Male","Under25years","Kerry County","2012M04","1368"
"13077","Male","Under25years","Kildare County","2012M04","1767"
"13078","Male","Under25years","Kilkenny County","2012M04","693"
"13079","Male","Under25years","Laoighis County","2012M04","948"
"13080","Male","Under25years","Leitrim County","2012M04","331"
"13081","Male","Under25years","Limerick County","2012M04","1968"
"13082","Male","Under25years","Longford County","2012M04","496"
"13083","Male","Under25years","Louth County","2012M04","1922"
"13084","Male","Under25years","Mayo County","2012M04","1265"
"13085","Male","Under25years","Meath County","2012M04","1057"
"13086","Male","Under25years","Monaghan County","2012M04","586"
"13087","Male","Under25years","North Tipperary","2012M04","776"
"13088","Male","Under25years","Offaly County","2012M04","964"
"13089","Male","Under25years","Roscommon County","2012M04","390"
"13090","Male","Under25years","Sligo County","2012M04","516"
"13091","Male","Under25years","South Tipperary","2012M04","1055"
"13092","Male","Under25years","Waterford County","2012M04","1453"
"13093","Male","Under25years","Westmeath County","2012M04","976"
"13094","Male","Under25years","Wexford County","2012M04","2062"
"13095","Male","Under25years","Wicklow County","2012M04","1278"
"13096","Male","25yearsandover","Carlow County","2012M04","3676"
"13097","Male","25yearsandover","Cavan County","2012M04","3855"
"13098","Male","25yearsandover","Clare County","2012M04","5181"
"13099","Male","25yearsandover","Cork County","2012M04","24085"
"13100","Male","25yearsandover","Donegal County","2012M04","10742"
"13101","Male","25yearsandover","Dublin County","2012M04","57321"
"13102","Male","25yearsandover","Galway County","2012M04","11600"
"13103","Male","25yearsandover","Kerry County","2012M04","8551"
"13104","Male","25yearsandover","Kildare County","2012M04","9636"
"13105","Male","25yearsandover","Kilkenny County","2012M04","4040"
"13106","Male","25yearsandover","Laoighis County","2012M04","4711"
"13107","Male","25yearsandover","Leitrim County","2012M04","1879"
"13108","Male","25yearsandover","Limerick County","2012M04","11074"
"13109","Male","25yearsandover","Longford County","2012M04","2781"
"13110","Male","25yearsandover","Louth County","2012M04","9388"
"13111","Male","25yearsandover","Mayo County","2012M04","6608"
"13112","Male","25yearsandover","Meath County","2012M04","6300"
"13113","Male","25yearsandover","Monaghan County","2012M04","3659"
"13114","Male","25yearsandover","North Tipperary","2012M04","3642"
"13115","Male","25yearsandover","Offaly County","2012M04","4820"
"13116","Male","25yearsandover","Roscommon County","2012M04","2112"
"13117","Male","25yearsandover","Sligo County","2012M04","2783"
"13118","Male","25yearsandover","South Tipperary","2012M04","5077"
"13119","Male","25yearsandover","Waterford County","2012M04","7689"
"13120","Male","25yearsandover","Westmeath County","2012M04","5246"
"13121","Male","25yearsandover","Wexford County","2012M04","10050"
"13122","Male","25yearsandover","Wicklow County","2012M04","6699"
"13123","Female","Under25years","Carlow County","2012M04","472"
"13124","Female","Under25years","Cavan County","2012M04","479"
"13125","Female","Under25years","Clare County","2012M04","591"
"13126","Female","Under25years","Cork County","2012M04","2379"
"13127","Female","Under25years","Donegal County","2012M04","1508"
"13128","Female","Under25years","Dublin County","2012M04","6295"
"13129","Female","Under25years","Galway County","2012M04","1325"
"13130","Female","Under25years","Kerry County","2012M04","887"
"13131","Female","Under25years","Kildare County","2012M04","1117"
"13132","Female","Under25years","Kilkenny County","2012M04","458"
"13133","Female","Under25years","Laoighis County","2012M04","637"
"13134","Female","Under25years","Leitrim County","2012M04","156"
"13135","Female","Under25years","Limerick County","2012M04","1329"
"13136","Female","Under25years","Longford County","2012M04","364"
"13137","Female","Under25years","Louth County","2012M04","1104"
"13138","Female","Under25years","Mayo County","2012M04","838"
"13139","Female","Under25years","Meath County","2012M04","705"
"13140","Female","Under25years","Monaghan County","2012M04","388"
"13141","Female","Under25years","North Tipperary","2012M04","500"
"13142","Female","Under25years","Offaly County","2012M04","692"
"13143","Female","Under25years","Roscommon County","2012M04","247"
"13144","Female","Under25years","Sligo County","2012M04","337"
"13145","Female","Under25years","South Tipperary","2012M04","588"
"13146","Female","Under25years","Waterford County","2012M04","904"
"13147","Female","Under25years","Westmeath County","2012M04","717"
"13148","Female","Under25years","Wexford County","2012M04","1317"
"13149","Female","Under25years","Wicklow County","2012M04","652"
"13150","Female","25yearsandover","Carlow County","2012M04","1803"
"13151","Female","25yearsandover","Cavan County","2012M04","2083"
"13152","Female","25yearsandover","Clare County","2012M04","3278"
"13153","Female","25yearsandover","Cork County","2012M04","12477"
"13154","Female","25yearsandover","Donegal County","2012M04","6118"
"13155","Female","25yearsandover","Dublin County","2012M04","28603"
"13156","Female","25yearsandover","Galway County","2012M04","6971"
"13157","Female","25yearsandover","Kerry County","2012M04","5110"
"13158","Female","25yearsandover","Kildare County","2012M04","5480"
"13159","Female","25yearsandover","Kilkenny County","2012M04","2110"
"13160","Female","25yearsandover","Laoighis County","2012M04","2352"
"13161","Female","25yearsandover","Leitrim County","2012M04","1011"
"13162","Female","25yearsandover","Limerick County","2012M04","5495"
"13163","Female","25yearsandover","Longford County","2012M04","1406"
"13164","Female","25yearsandover","Louth County","2012M04","5074"
"13165","Female","25yearsandover","Mayo County","2012M04","3900"
"13166","Female","25yearsandover","Meath County","2012M04","3555"
"13167","Female","25yearsandover","Monaghan County","2012M04","2001"
"13168","Female","25yearsandover","North Tipperary","2012M04","2407"
"13169","Female","25yearsandover","Offaly County","2012M04","2575"
"13170","Female","25yearsandover","Roscommon County","2012M04","1143"
"13171","Female","25yearsandover","Sligo County","2012M04","1522"
"13172","Female","25yearsandover","South Tipperary","2012M04","2453"
"13173","Female","25yearsandover","Waterford County","2012M04","4142"
"13174","Female","25yearsandover","Westmeath County","2012M04","2997"
"13175","Female","25yearsandover","Wexford County","2012M04","5659"
"13176","Female","25yearsandover","Wicklow County","2012M04","3592"
"13177","Male","Under25years","Carlow County","2012M05","781"
"13178","Male","Under25years","Cavan County","2012M05","703"
"13179","Male","Under25years","Clare County","2012M05","934"
"13180","Male","Under25years","Cork County","2012M05","4018"
"13181","Male","Under25years","Donegal County","2012M05","2516"
"13182","Male","Under25years","Dublin County","2012M05","11232"
"13183","Male","Under25years","Galway County","2012M05","2077"
"13184","Male","Under25years","Kerry County","2012M05","1364"
"13185","Male","Under25years","Kildare County","2012M05","1833"
"13186","Male","Under25years","Kilkenny County","2012M05","697"
"13187","Male","Under25years","Laoighis County","2012M05","942"
"13188","Male","Under25years","Leitrim County","2012M05","344"
"13189","Male","Under25years","Limerick County","2012M05","1984"
"13190","Male","Under25years","Longford County","2012M05","499"
"13191","Male","Under25years","Louth County","2012M05","1943"
"13192","Male","Under25years","Mayo County","2012M05","1269"
"13193","Male","Under25years","Meath County","2012M05","1071"
"13194","Male","Under25years","Monaghan County","2012M05","597"
"13195","Male","Under25years","North Tipperary","2012M05","779"
"13196","Male","Under25years","Offaly County","2012M05","964"
"13197","Male","Under25years","Roscommon County","2012M05","415"
"13198","Male","Under25years","Sligo County","2012M05","554"
"13199","Male","Under25years","South Tipperary","2012M05","1062"
"13200","Male","Under25years","Waterford County","2012M05","1465"
"13201","Male","Under25years","Westmeath County","2012M05","987"
"13202","Male","Under25years","Wexford County","2012M05","2076"
"13203","Male","Under25years","Wicklow County","2012M05","1321"
"13204","Male","25yearsandover","Carlow County","2012M05","3720"
"13205","Male","25yearsandover","Cavan County","2012M05","3829"
"13206","Male","25yearsandover","Clare County","2012M05","5138"
"13207","Male","25yearsandover","Cork County","2012M05","24190"
"13208","Male","25yearsandover","Donegal County","2012M05","10809"
"13209","Male","25yearsandover","Dublin County","2012M05","57702"
"13210","Male","25yearsandover","Galway County","2012M05","11634"
"13211","Male","25yearsandover","Kerry County","2012M05","8406"
"13212","Male","25yearsandover","Kildare County","2012M05","9746"
"13213","Male","25yearsandover","Kilkenny County","2012M05","4062"
"13214","Male","25yearsandover","Laoighis County","2012M05","4752"
"13215","Male","25yearsandover","Leitrim County","2012M05","1887"
"13216","Male","25yearsandover","Limerick County","2012M05","11112"
"13217","Male","25yearsandover","Longford County","2012M05","2790"
"13218","Male","25yearsandover","Louth County","2012M05","9250"
"13219","Male","25yearsandover","Mayo County","2012M05","6619"
"13220","Male","25yearsandover","Meath County","2012M05","6243"
"13221","Male","25yearsandover","Monaghan County","2012M05","3633"
"13222","Male","25yearsandover","North Tipperary","2012M05","3681"
"13223","Male","25yearsandover","Offaly County","2012M05","4827"
"13224","Male","25yearsandover","Roscommon County","2012M05","2157"
"13225","Male","25yearsandover","Sligo County","2012M05","2819"
"13226","Male","25yearsandover","South Tipperary","2012M05","5152"
"13227","Male","25yearsandover","Waterford County","2012M05","7747"
"13228","Male","25yearsandover","Westmeath County","2012M05","5274"
"13229","Male","25yearsandover","Wexford County","2012M05","10027"
"13230","Male","25yearsandover","Wicklow County","2012M05","6788"
"13231","Female","Under25years","Carlow County","2012M05","493"
"13232","Female","Under25years","Cavan County","2012M05","488"
"13233","Female","Under25years","Clare County","2012M05","582"
"13234","Female","Under25years","Cork County","2012M05","2482"
"13235","Female","Under25years","Donegal County","2012M05","1584"
"13236","Female","Under25years","Dublin County","2012M05","6541"
"13237","Female","Under25years","Galway County","2012M05","1334"
"13238","Female","Under25years","Kerry County","2012M05","925"
"13239","Female","Under25years","Kildare County","2012M05","1168"
"13240","Female","Under25years","Kilkenny County","2012M05","505"
"13241","Female","Under25years","Laoighis County","2012M05","656"
"13242","Female","Under25years","Leitrim County","2012M05","177"
"13243","Female","Under25years","Limerick County","2012M05","1350"
"13244","Female","Under25years","Longford County","2012M05","376"
"13245","Female","Under25years","Louth County","2012M05","1132"
"13246","Female","Under25years","Mayo County","2012M05","860"
"13247","Female","Under25years","Meath County","2012M05","732"
"13248","Female","Under25years","Monaghan County","2012M05","396"
"13249","Female","Under25years","North Tipperary","2012M05","541"
"13250","Female","Under25years","Offaly County","2012M05","728"
"13251","Female","Under25years","Roscommon County","2012M05","268"
"13252","Female","Under25years","Sligo County","2012M05","364"
"13253","Female","Under25years","South Tipperary","2012M05","627"
"13254","Female","Under25years","Waterford County","2012M05","929"
"13255","Female","Under25years","Westmeath County","2012M05","750"
"13256","Female","Under25years","Wexford County","2012M05","1395"
"13257","Female","Under25years","Wicklow County","2012M05","733"
"13258","Female","25yearsandover","Carlow County","2012M05","1871"
"13259","Female","25yearsandover","Cavan County","2012M05","2107"
"13260","Female","25yearsandover","Clare County","2012M05","3167"
"13261","Female","25yearsandover","Cork County","2012M05","12533"
"13262","Female","25yearsandover","Donegal County","2012M05","6153"
"13263","Female","25yearsandover","Dublin County","2012M05","28785"
"13264","Female","25yearsandover","Galway County","2012M05","6972"
"13265","Female","25yearsandover","Kerry County","2012M05","4931"
"13266","Female","25yearsandover","Kildare County","2012M05","5535"
"13267","Female","25yearsandover","Kilkenny County","2012M05","2112"
"13268","Female","25yearsandover","Laoighis County","2012M05","2358"
