"","sex","age","entity","year_month","head_count"
"727","Female","Under25years","Westmeath County","2002M09","337"
"728","Female","Under25years","Wexford County","2002M09","624"
"729","Female","Under25years","Wicklow County","2002M09","261"
"730","Female","25yearsandover","Carlow County","2002M09","743"
"731","Female","25yearsandover","Cavan County","2002M09","655"
"732","Female","25yearsandover","Clare County","2002M09","1244"
"733","Female","25yearsandover","Cork County","2002M09","5560"
"734","Female","25yearsandover","Donegal County","2002M09","2731"
"735","Female","25yearsandover","Dublin County","2002M09","12783"
"736","Female","25yearsandover","Galway County","2002M09","3050"
"737","Female","25yearsandover","Kerry County","2002M09","1715"
"738","Female","25yearsandover","Kildare County","2002M09","1557"
"739","Female","25yearsandover","Kilkenny County","2002M09","682"
"740","Female","25yearsandover","Laoighis County","2002M09","666"
"741","Female","25yearsandover","Leitrim County","2002M09","466"
"742","Female","25yearsandover","Limerick County","2002M09","2621"
"743","Female","25yearsandover","Longford County","2002M09","605"
"744","Female","25yearsandover","Louth County","2002M09","2561"
"745","Female","25yearsandover","Mayo County","2002M09","2111"
"746","Female","25yearsandover","Meath County","2002M09","1009"
"747","Female","25yearsandover","Monaghan County","2002M09","809"
"748","Female","25yearsandover","North Tipperary","2002M09","785"
"749","Female","25yearsandover","Offaly County","2002M09","872"
"750","Female","25yearsandover","Roscommon County","2002M09","505"
"751","Female","25yearsandover","Sligo County","2002M09","789"
"752","Female","25yearsandover","South Tipperary","2002M09","1068"
"753","Female","25yearsandover","Waterford County","2002M09","2015"
"754","Female","25yearsandover","Westmeath County","2002M09","1201"
"755","Female","25yearsandover","Wexford County","2002M09","2417"
"756","Female","25yearsandover","Wicklow County","2002M09","1371"
"757","Male","Under25years","Carlow County","2002M10","188"
"758","Male","Under25years","Cavan County","2002M10","183"
"759","Male","Under25years","Clare County","2002M10","321"
"760","Male","Under25years","Cork County","2002M10","1726"
"761","Male","Under25years","Donegal County","2002M10","1114"
"762","Male","Under25years","Dublin County","2002M10","4711"
"763","Male","Under25years","Galway County","2002M10","1023"
"764","Male","Under25years","Kerry County","2002M10","553"
"765","Male","Under25years","Kildare County","2002M10","403"
"766","Male","Under25years","Kilkenny County","2002M10","303"
"767","Male","Under25years","Laoighis County","2002M10","218"
"768","Male","Under25years","Leitrim County","2002M10","92"
"769","Male","Under25years","Limerick County","2002M10","915"
"770","Male","Under25years","Longford County","2002M10","193"
"771","Male","Under25years","Louth County","2002M10","816"
"772","Male","Under25years","Mayo County","2002M10","491"
"773","Male","Under25years","Meath County","2002M10","301"
"774","Male","Under25years","Monaghan County","2002M10","276"
"775","Male","Under25years","North Tipperary","2002M10","230"
"776","Male","Under25years","Offaly County","2002M10","258"
"777","Male","Under25years","Roscommon County","2002M10","108"
"778","Male","Under25years","Sligo County","2002M10","282"
"779","Male","Under25years","South Tipperary","2002M10","430"
"780","Male","Under25years","Waterford County","2002M10","636"
"781","Male","Under25years","Westmeath County","2002M10","314"
"782","Male","Under25years","Wexford County","2002M10","641"
"783","Male","Under25years","Wicklow County","2002M10","432"
"784","Male","25yearsandover","Carlow County","2002M10","881"
"785","Male","25yearsandover","Cavan County","2002M10","1023"
"786","Male","25yearsandover","Clare County","2002M10","1619"
"787","Male","25yearsandover","Cork County","2002M10","8362"
"788","Male","25yearsandover","Donegal County","2002M10","4671"
"789","Male","25yearsandover","Dublin County","2002M10","20283"
"790","Male","25yearsandover","Galway County","2002M10","4389"
"791","Male","25yearsandover","Kerry County","2002M10","3010"
"792","Male","25yearsandover","Kildare County","2002M10","1748"
"793","Male","25yearsandover","Kilkenny County","2002M10","1162"
"794","Male","25yearsandover","Laoighis County","2002M10","856"
"795","Male","25yearsandover","Leitrim County","2002M10","612"
"796","Male","25yearsandover","Limerick County","2002M10","3641"
"797","Male","25yearsandover","Longford County","2002M10","821"
"798","Male","25yearsandover","Louth County","2002M10","3415"
"799","Male","25yearsandover","Mayo County","2002M10","3008"
"800","Male","25yearsandover","Meath County","2002M10","1301"
"801","Male","25yearsandover","Monaghan County","2002M10","1152"
"802","Male","25yearsandover","North Tipperary","2002M10","1011"
"803","Male","25yearsandover","Offaly County","2002M10","1138"
"804","Male","25yearsandover","Roscommon County","2002M10","718"
"805","Male","25yearsandover","Sligo County","2002M10","1075"
"806","Male","25yearsandover","South Tipperary","2002M10","1705"
"807","Male","25yearsandover","Waterford County","2002M10","2689"
"808","Male","25yearsandover","Westmeath County","2002M10","1408"
"809","Male","25yearsandover","Wexford County","2002M10","3023"
"810","Male","25yearsandover","Wicklow County","2002M10","1950"
"811","Female","Under25years","Carlow County","2002M10","185"
"812","Female","Under25years","Cavan County","2002M10","144"
"813","Female","Under25years","Clare County","2002M10","250"
"814","Female","Under25years","Cork County","2002M10","1333"
"815","Female","Under25years","Donegal County","2002M10","852"
"816","Female","Under25years","Dublin County","2002M10","2935"
"817","Female","Under25years","Galway County","2002M10","840"
"818","Female","Under25years","Kerry County","2002M10","414"
"819","Female","Under25years","Kildare County","2002M10","338"
"820","Female","Under25years","Kilkenny County","2002M10","180"
"821","Female","Under25years","Laoighis County","2002M10","184"
"822","Female","Under25years","Leitrim County","2002M10","76"
"823","Female","Under25years","Limerick County","2002M10","641"
"824","Female","Under25years","Longford County","2002M10","166"
"825","Female","Under25years","Louth County","2002M10","560"
"826","Female","Under25years","Mayo County","2002M10","371"
"827","Female","Under25years","Meath County","2002M10","223"
"828","Female","Under25years","Monaghan County","2002M10","190"
"829","Female","Under25years","North Tipperary","2002M10","174"
"830","Female","Under25years","Offaly County","2002M10","227"
"831","Female","Under25years","Roscommon County","2002M10","113"
"832","Female","Under25years","Sligo County","2002M10","184"
"833","Female","Under25years","South Tipperary","2002M10","295"
"834","Female","Under25years","Waterford County","2002M10","426"
"835","Female","Under25years","Westmeath County","2002M10","310"
"836","Female","Under25years","Wexford County","2002M10","591"
"837","Female","Under25years","Wicklow County","2002M10","275"
"838","Female","25yearsandover","Carlow County","2002M10","723"
"839","Female","25yearsandover","Cavan County","2002M10","624"
"840","Female","25yearsandover","Clare County","2002M10","1212"
"841","Female","25yearsandover","Cork County","2002M10","5385"
"842","Female","25yearsandover","Donegal County","2002M10","2718"
"843","Female","25yearsandover","Dublin County","2002M10","12283"
"844","Female","25yearsandover","Galway County","2002M10","2984"
"845","Female","25yearsandover","Kerry County","2002M10","1938"
"846","Female","25yearsandover","Kildare County","2002M10","1486"
"847","Female","25yearsandover","Kilkenny County","2002M10","670"
"848","Female","25yearsandover","Laoighis County","2002M10","651"
"849","Female","25yearsandover","Leitrim County","2002M10","438"
"850","Female","25yearsandover","Limerick County","2002M10","2587"
"851","Female","25yearsandover","Longford County","2002M10","572"
"852","Female","25yearsandover","Louth County","2002M10","2441"
"853","Female","25yearsandover","Mayo County","2002M10","2120"
"854","Female","25yearsandover","Meath County","2002M10","1029"
"855","Female","25yearsandover","Monaghan County","2002M10","791"
"856","Female","25yearsandover","North Tipperary","2002M10","745"
"857","Female","25yearsandover","Offaly County","2002M10","855"
"858","Female","25yearsandover","Roscommon County","2002M10","499"
"859","Female","25yearsandover","Sligo County","2002M10","744"
"860","Female","25yearsandover","South Tipperary","2002M10","1056"
"861","Female","25yearsandover","Waterford County","2002M10","1919"
"862","Female","25yearsandover","Westmeath County","2002M10","1183"
"863","Female","25yearsandover","Wexford County","2002M10","2387"
"864","Female","25yearsandover","Wicklow County","2002M10","1360"
"865","Male","Under25years","Carlow County","2002M11","220"
"866","Male","Under25years","Cavan County","2002M11","197"
"867","Male","Under25years","Clare County","2002M11","364"
"868","Male","Under25years","Cork County","2002M11","1721"
"869","Male","Under25years","Donegal County","2002M11","1116"
"870","Male","Under25years","Dublin County","2002M11","4668"
"871","Male","Under25years","Galway County","2002M11","1011"
"872","Male","Under25years","Kerry County","2002M11","589"
"873","Male","Under25years","Kildare County","2002M11","407"
"874","Male","Under25years","Kilkenny County","2002M11","296"
"875","Male","Under25years","Laoighis County","2002M11","226"
"876","Male","Under25years","Leitrim County","2002M11","81"
"877","Male","Under25years","Limerick County","2002M11","902"
"878","Male","Under25years","Longford County","2002M11","207"
"879","Male","Under25years","Louth County","2002M11","825"
"880","Male","Under25years","Mayo County","2002M11","527"
"881","Male","Under25years","Meath County","2002M11","241"
"882","Male","Under25years","Monaghan County","2002M11","292"
"883","Male","Under25years","North Tipperary","2002M11","245"
"884","Male","Under25years","Offaly County","2002M11","243"
"885","Male","Under25years","Roscommon County","2002M11","108"
"886","Male","Under25years","Sligo County","2002M11","279"
"887","Male","Under25years","South Tipperary","2002M11","445"
"888","Male","Under25years","Waterford County","2002M11","646"
"889","Male","Under25years","Westmeath County","2002M11","320"
"890","Male","Under25years","Wexford County","2002M11","655"
"891","Male","Under25years","Wicklow County","2002M11","453"
"892","Male","25yearsandover","Carlow County","2002M11","885"
"893","Male","25yearsandover","Cavan County","2002M11","1006"
"894","Male","25yearsandover","Clare County","2002M11","1711"
"895","Male","25yearsandover","Cork County","2002M11","8481"
"896","Male","25yearsandover","Donegal County","2002M11","4699"
"897","Male","25yearsandover","Dublin County","2002M11","20461"
"898","Male","25yearsandover","Galway County","2002M11","4488"
"899","Male","25yearsandover","Kerry County","2002M11","3054"
"900","Male","25yearsandover","Kildare County","2002M11","1790"
"901","Male","25yearsandover","Kilkenny County","2002M11","1180"
"902","Male","25yearsandover","Laoighis County","2002M11","883"
"903","Male","25yearsandover","Leitrim County","2002M11","604"
"904","Male","25yearsandover","Limerick County","2002M11","3732"
"905","Male","25yearsandover","Longford County","2002M11","842"
"906","Male","25yearsandover","Louth County","2002M11","3438"
"907","Male","25yearsandover","Mayo County","2002M11","3080"
"908","Male","25yearsandover","Meath County","2002M11","1270"
"909","Male","25yearsandover","Monaghan County","2002M11","1188"
"910","Male","25yearsandover","North Tipperary","2002M11","1025"
"911","Male","25yearsandover","Offaly County","2002M11","1176"
"912","Male","25yearsandover","Roscommon County","2002M11","734"
"913","Male","25yearsandover","Sligo County","2002M11","1102"
"914","Male","25yearsandover","South Tipperary","2002M11","1749"
"915","Male","25yearsandover","Waterford County","2002M11","2716"
"916","Male","25yearsandover","Westmeath County","2002M11","1411"
"917","Male","25yearsandover","Wexford County","2002M11","3078"
"918","Male","25yearsandover","Wicklow County","2002M11","2054"
"919","Female","Under25years","Carlow County","2002M11","186"
"920","Female","Under25years","Cavan County","2002M11","136"
"921","Female","Under25years","Clare County","2002M11","256"
"922","Female","Under25years","Cork County","2002M11","1238"
"923","Female","Under25years","Donegal County","2002M11","842"
"924","Female","Under25years","Dublin County","2002M11","2793"
"925","Female","Under25years","Galway County","2002M11","809"
"926","Female","Under25years","Kerry County","2002M11","463"
"927","Female","Under25years","Kildare County","2002M11","362"
"928","Female","Under25years","Kilkenny County","2002M11","178"
"929","Female","Under25years","Laoighis County","2002M11","188"
"930","Female","Under25years","Leitrim County","2002M11","80"
"931","Female","Under25years","Limerick County","2002M11","618"
"932","Female","Under25years","Longford County","2002M11","143"
"933","Female","Under25years","Louth County","2002M11","554"
"934","Female","Under25years","Mayo County","2002M11","362"
"935","Female","Under25years","Meath County","2002M11","210"
"936","Female","Under25years","Monaghan County","2002M11","179"
"937","Female","Under25years","North Tipperary","2002M11","180"
"938","Female","Under25years","Offaly County","2002M11","228"
"939","Female","Under25years","Roscommon County","2002M11","108"
"940","Female","Under25years","Sligo County","2002M11","174"
"941","Female","Under25years","South Tipperary","2002M11","304"
"942","Female","Under25years","Waterford County","2002M11","431"
"943","Female","Under25years","Westmeath County","2002M11","291"
"944","Female","Under25years","Wexford County","2002M11","617"
"945","Female","Under25years","Wicklow County","2002M11","287"
"946","Female","25yearsandover","Carlow County","2002M11","687"
"947","Female","25yearsandover","Cavan County","2002M11","624"
"948","Female","25yearsandover","Clare County","2002M11","1361"
"949","Female","25yearsandover","Cork County","2002M11","5355"
"950","Female","25yearsandover","Donegal County","2002M11","2761"
"951","Female","25yearsandover","Dublin County","2002M11","12029"
"952","Female","25yearsandover","Galway County","2002M11","2973"
"953","Female","25yearsandover","Kerry County","2002M11","2192"
"954","Female","25yearsandover","Kildare County","2002M11","1502"
"955","Female","25yearsandover","Kilkenny County","2002M11","681"
"956","Female","25yearsandover","Laoighis County","2002M11","651"
"957","Female","25yearsandover","Leitrim County","2002M11","447"
"958","Female","25yearsandover","Limerick County","2002M11","2462"
"959","Female","25yearsandover","Longford County","2002M11","559"
"960","Female","25yearsandover","Louth County","2002M11","2405"
"961","Female","25yearsandover","Mayo County","2002M11","2088"
"962","Female","25yearsandover","Meath County","2002M11","1013"
"963","Female","25yearsandover","Monaghan County","2002M11","778"
"964","Female","25yearsandover","North Tipperary","2002M11","759"
"965","Female","25yearsandover","Offaly County","2002M11","868"
"966","Female","25yearsandover","Roscommon County","2002M11","485"
"967","Female","25yearsandover","Sligo County","2002M11","746"
"968","Female","25yearsandover","South Tipperary","2002M11","1054"
"969","Female","25yearsandover","Waterford County","2002M11","1928"
"970","Female","25yearsandover","Westmeath County","2002M11","1161"
"971","Female","25yearsandover","Wexford County","2002M11","2391"
"972","Female","25yearsandover","Wicklow County","2002M11","1338"
"973","Male","Under25years","Carlow County","2002M12","245"
"974","Male","Under25years","Cavan County","2002M12","200"
"975","Male","Under25years","Clare County","2002M12","384"
"976","Male","Under25years","Cork County","2002M12","1794"
"977","Male","Under25years","Donegal County","2002M12","1172"
"978","Male","Under25years","Dublin County","2002M12","4797"
"979","Male","Under25years","Galway County","2002M12","996"
"980","Male","Under25years","Kerry County","2002M12","623"
"981","Male","Under25years","Kildare County","2002M12","450"
"982","Male","Under25years","Kilkenny County","2002M12","300"
"983","Male","Under25years","Laoighis County","2002M12","229"
"984","Male","Under25years","Leitrim County","2002M12","86"
"985","Male","Under25years","Limerick County","2002M12","980"
"986","Male","Under25years","Longford County","2002M12","208"
"987","Male","Under25years","Louth County","2002M12","828"
"988","Male","Under25years","Mayo County","2002M12","564"
"989","Male","Under25years","Meath County","2002M12","247"
"990","Male","Under25years","Monaghan County","2002M12","301"
"991","Male","Under25years","North Tipperary","2002M12","268"
"992","Male","Under25years","Offaly County","2002M12","256"
"993","Male","Under25years","Roscommon County","2002M12","118"
"994","Male","Under25years","Sligo County","2002M12","294"
"995","Male","Under25years","South Tipperary","2002M12","467"
"996","Male","Under25years","Waterford County","2002M12","701"
"997","Male","Under25years","Westmeath County","2002M12","307"
"998","Male","Under25years","Wexford County","2002M12","709"
"999","Male","Under25years","Wicklow County","2002M12","463"
"1000","Male","25yearsandover","Carlow County","2002M12","889"
"1001","Male","25yearsandover","Cavan County","2002M12","1029"
"1002","Male","25yearsandover","Clare County","2002M12","1851"
"1003","Male","25yearsandover","Cork County","2002M12","8676"
"1004","Male","25yearsandover","Donegal County","2002M12","4882"
"1005","Male","25yearsandover","Dublin County","2002M12","21010"
"1006","Male","25yearsandover","Galway County","2002M12","4535"
"1007","Male","25yearsandover","Kerry County","2002M12","3202"
"1008","Male","25yearsandover","Kildare County","2002M12","1929"
"1009","Male","25yearsandover","Kilkenny County","2002M12","1254"
"1010","Male","25yearsandover","Laoighis County","2002M12","926"
"1011","Male","25yearsandover","Leitrim County","2002M12","624"
"1012","Male","25yearsandover","Limerick County","2002M12","3935"
"1013","Male","25yearsandover","Longford County","2002M12","880"
"1014","Male","25yearsandover","Louth County","2002M12","3621"
"1015","Male","25yearsandover","Mayo County","2002M12","3196"
"1016","Male","25yearsandover","Meath County","2002M12","1311"
"1017","Male","25yearsandover","Monaghan County","2002M12","1238"
"1018","Male","25yearsandover","North Tipperary","2002M12","1181"
"1019","Male","25yearsandover","Offaly County","2002M12","1257"
"1020","Male","25yearsandover","Roscommon County","2002M12","788"
"1021","Male","25yearsandover","Sligo County","2002M12","1128"
"1022","Male","25yearsandover","South Tipperary","2002M12","1784"
"1023","Male","25yearsandover","Waterford County","2002M12","2784"
"1024","Male","25yearsandover","Westmeath County","2002M12","1445"
"1025","Male","25yearsandover","Wexford County","2002M12","3190"
"1026","Male","25yearsandover","Wicklow County","2002M12","2138"
"1027","Female","Under25years","Carlow County","2002M12","198"
"1028","Female","Under25years","Cavan County","2002M12","138"
"1029","Female","Under25years","Clare County","2002M12","279"
"1030","Female","Under25years","Cork County","2002M12","1243"
"1031","Female","Under25years","Donegal County","2002M12","884"
"1032","Female","Under25years","Dublin County","2002M12","2770"
"1033","Female","Under25years","Galway County","2002M12","773"
"1034","Female","Under25years","Kerry County","2002M12","488"
"1035","Female","Under25years","Kildare County","2002M12","349"
"1036","Female","Under25years","Kilkenny County","2002M12","184"
"1037","Female","Under25years","Laoighis County","2002M12","200"
"1038","Female","Under25years","Leitrim County","2002M12","88"
"1039","Female","Under25years","Limerick County","2002M12","611"
"1040","Female","Under25years","Longford County","2002M12","142"
"1041","Female","Under25years","Louth County","2002M12","570"
"1042","Female","Under25years","Mayo County","2002M12","378"
"1043","Female","Under25years","Meath County","2002M12","211"
"1044","Female","Under25years","Monaghan County","2002M12","192"
"1045","Female","Under25years","North Tipperary","2002M12","198"
"1046","Female","Under25years","Offaly County","2002M12","228"
"1047","Female","Under25years","Roscommon County","2002M12","94"
"1048","Female","Under25years","Sligo County","2002M12","176"
"1049","Female","Under25years","South Tipperary","2002M12","310"
"1050","Female","Under25years","Waterford County","2002M12","466"
"1051","Female","Under25years","Westmeath County","2002M12","288"
"1052","Female","Under25years","Wexford County","2002M12","643"
"1053","Female","Under25years","Wicklow County","2002M12","292"
"1054","Female","25yearsandover","Carlow County","2002M12","747"
"1055","Female","25yearsandover","Cavan County","2002M12","635"
"1056","Female","25yearsandover","Clare County","2002M12","1544"
"1057","Female","25yearsandover","Cork County","2002M12","5743"
"1058","Female","25yearsandover","Donegal County","2002M12","2959"
"1059","Female","25yearsandover","Dublin County","2002M12","12878"
"1060","Female","25yearsandover","Galway County","2002M12","3099"
"1061","Female","25yearsandover","Kerry County","2002M12","2391"
"1062","Female","25yearsandover","Kildare County","2002M12","1634"
"1063","Female","25yearsandover","Kilkenny County","2002M12","729"
"1064","Female","25yearsandover","Laoighis County","2002M12","694"
"1065","Female","25yearsandover","Leitrim County","2002M12","449"
"1066","Female","25yearsandover","Limerick County","2002M12","2755"
"1067","Female","25yearsandover","Longford County","2002M12","580"
"1068","Female","25yearsandover","Louth County","2002M12","2540"
"1069","Female","25yearsandover","Mayo County","2002M12","2204"
"1070","Female","25yearsandover","Meath County","2002M12","1075"
"1071","Female","25yearsandover","Monaghan County","2002M12","790"
"1072","Female","25yearsandover","North Tipperary","2002M12","968"
"1073","Female","25yearsandover","Offaly County","2002M12","899"
"1074","Female","25yearsandover","Roscommon County","2002M12","513"
"1075","Female","25yearsandover","Sligo County","2002M12","790"
"1076","Female","25yearsandover","South Tipperary","2002M12","1110"
"1077","Female","25yearsandover","Waterford County","2002M12","2123"
"1078","Female","25yearsandover","Westmeath County","2002M12","1265"
"1079","Female","25yearsandover","Wexford County","2002M12","2516"
"1080","Female","25yearsandover","Wicklow County","2002M12","1449"
"1081","Male","Under25years","Carlow County","2003M01","246"
"1082","Male","Under25years","Cavan County","2003M01","206"
"1083","Male","Under25years","Clare County","2003M01","412"
"1084","Male","Under25years","Cork County","2003M01","1905"
"1085","Male","Under25years","Donegal County","2003M01","1237"
"1086","Male","Under25years","Dublin County","2003M01","5381"
"1087","Male","Under25years","Galway County","2003M01","1014"
"1088","Male","Under25years","Kerry County","2003M01","645"
"1089","Male","Under25years","Kildare County","2003M01","513"
"1090","Male","Under25years","Kilkenny County","2003M01","337"
"1091","Male","Under25years","Laoighis County","2003M01","268"
"1092","Male","Under25years","Leitrim County","2003M01","93"
"1093","Male","Under25years","Limerick County","2003M01","1038"
"1094","Male","Under25years","Longford County","2003M01","214"
"1095","Male","Under25years","Louth County","2003M01","868"
"1096","Male","Under25years","Mayo County","2003M01","566"
"1097","Male","Under25years","Meath County","2003M01","298"
"1098","Male","Under25years","Monaghan County","2003M01","327"
"1099","Male","Under25years","North Tipperary","2003M01","305"
"1100","Male","Under25years","Offaly County","2003M01","289"
"1101","Male","Under25years","Roscommon County","2003M01","137"
"1102","Male","Under25years","Sligo County","2003M01","286"
"1103","Male","Under25years","South Tipperary","2003M01","503"
"1104","Male","Under25years","Waterford County","2003M01","732"
"1105","Male","Under25years","Westmeath County","2003M01","340"
"1106","Male","Under25years","Wexford County","2003M01","764"
"1107","Male","Under25years","Wicklow County","2003M01","506"
"1108","Male","25yearsandover","Carlow County","2003M01","951"
"1109","Male","25yearsandover","Cavan County","2003M01","1000"
"1110","Male","25yearsandover","Clare County","2003M01","1959"
"1111","Male","25yearsandover","Cork County","2003M01","8989"
"1112","Male","25yearsandover","Donegal County","2003M01","4918"
"1113","Male","25yearsandover","Dublin County","2003M01","21777"
"1114","Male","25yearsandover","Galway County","2003M01","4593"
"1115","Male","25yearsandover","Kerry County","2003M01","3304"
"1116","Male","25yearsandover","Kildare County","2003M01","2098"
"1117","Male","25yearsandover","Kilkenny County","2003M01","1267"
"1118","Male","25yearsandover","Laoighis County","2003M01","961"
"1119","Male","25yearsandover","Leitrim County","2003M01","623"
"1120","Male","25yearsandover","Limerick County","2003M01","4203"
"1121","Male","25yearsandover","Longford County","2003M01","895"
"1122","Male","25yearsandover","Louth County","2003M01","3607"
"1123","Male","25yearsandover","Mayo County","2003M01","3167"
"1124","Male","25yearsandover","Meath County","2003M01","1378"
"1125","Male","25yearsandover","Monaghan County","2003M01","1223"
"1126","Male","25yearsandover","North Tipperary","2003M01","1223"
"1127","Male","25yearsandover","Offaly County","2003M01","1315"
"1128","Male","25yearsandover","Roscommon County","2003M01","780"
"1129","Male","25yearsandover","Sligo County","2003M01","1157"
"1130","Male","25yearsandover","South Tipperary","2003M01","1862"
"1131","Male","25yearsandover","Waterford County","2003M01","2767"
"1132","Male","25yearsandover","Westmeath County","2003M01","1445"
"1133","Male","25yearsandover","Wexford County","2003M01","3265"
"1134","Male","25yearsandover","Wicklow County","2003M01","2178"
"1135","Female","Under25years","Carlow County","2003M01","205"
"1136","Female","Under25years","Cavan County","2003M01","157"
"1137","Female","Under25years","Clare County","2003M01","297"
"1138","Female","Under25years","Cork County","2003M01","1380"
"1139","Female","Under25years","Donegal County","2003M01","939"
"1140","Female","Under25years","Dublin County","2003M01","3156"
"1141","Female","Under25years","Galway County","2003M01","803"
"1142","Female","Under25years","Kerry County","2003M01","516"
"1143","Female","Under25years","Kildare County","2003M01","358"
"1144","Female","Under25years","Kilkenny County","2003M01","195"
"1145","Female","Under25years","Laoighis County","2003M01","209"
"1146","Female","Under25years","Leitrim County","2003M01","82"
"1147","Female","Under25years","Limerick County","2003M01","637"
"1148","Female","Under25years","Longford County","2003M01","155"
"1149","Female","Under25years","Louth County","2003M01","606"
"1150","Female","Under25years","Mayo County","2003M01","395"
"1151","Female","Under25years","Meath County","2003M01","224"
"1152","Female","Under25years","Monaghan County","2003M01","201"
"1153","Female","Under25years","North Tipperary","2003M01","208"
"1154","Female","Under25years","Offaly County","2003M01","247"
"1155","Female","Under25years","Roscommon County","2003M01","101"
"1156","Female","Under25years","Sligo County","2003M01","183"
"1157","Female","Under25years","South Tipperary","2003M01","320"
"1158","Female","Under25years","Waterford County","2003M01","475"
"1159","Female","Under25years","Westmeath County","2003M01","323"
"1160","Female","Under25years","Wexford County","2003M01","695"
"1161","Female","Under25years","Wicklow County","2003M01","310"
"1162","Female","25yearsandover","Carlow County","2003M01","710"
"1163","Female","25yearsandover","Cavan County","2003M01","644"
"1164","Female","25yearsandover","Clare County","2003M01","1596"
"1165","Female","25yearsandover","Cork County","2003M01","5815"
"1166","Female","25yearsandover","Donegal County","2003M01","2954"
"1167","Female","25yearsandover","Dublin County","2003M01","12956"
"1168","Female","25yearsandover","Galway County","2003M01","3084"
"1169","Female","25yearsandover","Kerry County","2003M01","2510"
"1170","Female","25yearsandover","Kildare County","2003M01","1631"
"1171","Female","25yearsandover","Kilkenny County","2003M01","713"
"1172","Female","25yearsandover","Laoighis County","2003M01","693"
"1173","Female","25yearsandover","Leitrim County","2003M01","443"
"1174","Female","25yearsandover","Limerick County","2003M01","2662"
"1175","Female","25yearsandover","Longford County","2003M01","589"
"1176","Female","25yearsandover","Louth County","2003M01","2560"
"1177","Female","25yearsandover","Mayo County","2003M01","2139"
"1178","Female","25yearsandover","Meath County","2003M01","1117"
"1179","Female","25yearsandover","Monaghan County","2003M01","787"
"1180","Female","25yearsandover","North Tipperary","2003M01","963"
"1181","Female","25yearsandover","Offaly County","2003M01","887"
"1182","Female","25yearsandover","Roscommon County","2003M01","501"
"1183","Female","25yearsandover","Sligo County","2003M01","755"
"1184","Female","25yearsandover","South Tipperary","2003M01","1090"
"1185","Female","25yearsandover","Waterford County","2003M01","1964"
"1186","Female","25yearsandover","Westmeath County","2003M01","1194"
"1187","Female","25yearsandover","Wexford County","2003M01","2592"
"1188","Female","25yearsandover","Wicklow County","2003M01","1440"
"1189","Male","Under25years","Carlow County","2003M02","260"
"1190","Male","Under25years","Cavan County","2003M02","190"
"1191","Male","Under25years","Clare County","2003M02","417"
"1192","Male","Under25years","Cork County","2003M02","1913"
"1193","Male","Under25years","Donegal County","2003M02","1208"
"1194","Male","Under25years","Dublin County","2003M02","5344"
"1195","Male","Under25years","Galway County","2003M02","999"
"1196","Male","Under25years","Kerry County","2003M02","639"
"1197","Male","Under25years","Kildare County","2003M02","536"
"1198","Male","Under25years","Kilkenny County","2003M02","337"
"1199","Male","Under25years","Laoighis County","2003M02","259"
"1200","Male","Under25years","Leitrim County","2003M02","85"
"1201","Male","Under25years","Limerick County","2003M02","1095"
"1202","Male","Under25years","Longford County","2003M02","201"
"1203","Male","Under25years","Louth County","2003M02","854"
"1204","Male","Under25years","Mayo County","2003M02","561"
"1205","Male","Under25years","Meath County","2003M02","290"
"1206","Male","Under25years","Monaghan County","2003M02","307"
"1207","Male","Under25years","North Tipperary","2003M02","313"
"1208","Male","Under25years","Offaly County","2003M02","286"
"1209","Male","Under25years","Roscommon County","2003M02","141"
"1210","Male","Under25years","Sligo County","2003M02","291"
"1211","Male","Under25years","South Tipperary","2003M02","476"
"1212","Male","Under25years","Waterford County","2003M02","701"
"1213","Male","Under25years","Westmeath County","2003M02","364"
"1214","Male","Under25years","Wexford County","2003M02","751"
"1215","Male","Under25years","Wicklow County","2003M02","501"
"1216","Male","25yearsandover","Carlow County","2003M02","979"
"1217","Male","25yearsandover","Cavan County","2003M02","1019"
"1218","Male","25yearsandover","Clare County","2003M02","1914"
"1219","Male","25yearsandover","Cork County","2003M02","8855"
"1220","Male","25yearsandover","Donegal County","2003M02","4867"
"1221","Male","25yearsandover","Dublin County","2003M02","22005"
"1222","Male","25yearsandover","Galway County","2003M02","4616"
"1223","Male","25yearsandover","Kerry County","2003M02","3215"
"1224","Male","25yearsandover","Kildare County","2003M02","2092"
"1225","Male","25yearsandover","Kilkenny County","2003M02","1277"
"1226","Male","25yearsandover","Laoighis County","2003M02","974"
"1227","Male","25yearsandover","Leitrim County","2003M02","611"
"1228","Male","25yearsandover","Limerick County","2003M02","4221"
"1229","Male","25yearsandover","Longford County","2003M02","868"
"1230","Male","25yearsandover","Louth County","2003M02","3581"
"1231","Male","25yearsandover","Mayo County","2003M02","3177"
"1232","Male","25yearsandover","Meath County","2003M02","1394"
"1233","Male","25yearsandover","Monaghan County","2003M02","1207"
"1234","Male","25yearsandover","North Tipperary","2003M02","1200"
"1235","Male","25yearsandover","Offaly County","2003M02","1297"
"1236","Male","25yearsandover","Roscommon County","2003M02","740"
"1237","Male","25yearsandover","Sligo County","2003M02","1170"
"1238","Male","25yearsandover","South Tipperary","2003M02","1814"
"1239","Male","25yearsandover","Waterford County","2003M02","2738"
"1240","Male","25yearsandover","Westmeath County","2003M02","1464"
"1241","Male","25yearsandover","Wexford County","2003M02","3201"
"1242","Male","25yearsandover","Wicklow County","2003M02","2211"
